uid,План сотрудника,Факт сотрудника,% вып-я,Число_чеков,Ср.чек,месяц
u781,438 143,396 181,"90,42",65,6 095,июл.13
u854,438 143,645 688,"147,37",59,10 944,июл.13
u130,438 143,495 029,"112,98",63,7 858,июл.13
u2017,438 143,169 011,"38,57",13,13 001,июл.13
u1688,881 770,0,"0,00",0,/0,июл.13
u775,881 770,0,"0,00",0,/0,июл.13
u1559,881 770,727 404,"82,49",75,9 699,июл.13
u2078,881 770,724 609,"82,18",66,10 979,июл.13
u776,881 770,906 240,"102,78",194,4 671,июл.13
u467,270 391,11 080,"4,10",5,2 216,июл.13
u111,288 285,238 773,"82,83",44,5 427,июл.13
u101,288 285,233 078,"80,85",38,6 134,июл.13
u1558,288 285,425 618,"147,64",38,11 200,июл.13
u896,288 285,432 879,"150,16",49,8 834,июл.13
u1939,342 959,508 279,"148,20",54,9 413,июл.13
u192,342 959,15 298,"4,46",1,15 298,июл.13
u1789,0,0,,0,/0,июл.13
u754,342 959,25 192,"7,35",7,3 599,июл.13
u1822,610 567,305 590,"50,05",24,12 733,июл.13
u189,0,0,,0,/0,июл.13
u194,610 567,485 312,"79,49",52,9 333,июл.13
u120,610 567,1 197 739,"196,17",144,8 318,июл.13
u193,610 567,1 184 225,"193,95",143,8 281,июл.13
u244,913 316,273 767,"29,98",33,8 296,июл.13
u240,0,0,,0,/0,июл.13
u250,913 316,1 033 232,"113,13",112,9 225,июл.13
u662,913 316,1 065 482,"116,66",133,8 011,июл.13
u255,913 316,943 253,"103,28",119,7 926,июл.13
u2045,0,0,,0,/0,июл.13
u1724,935 186,1 031 151,"110,26",94,10 970,июл.13
u1366,935 186,468 357,"50,08",46,10 182,июл.13
u677,935 186,1 065 334,"113,92",111,9 598,июл.13
u183,935 186,879 605,"94,06",98,8 976,июл.13
u243,100 258,24 323,"24,26",4,6 081,июл.13
u247,100 258,102 543,"102,28",11,9 322,июл.13
u14,100 258,57 439,"57,29",5,11 488,июл.13
u248,994 085,1 030 765,"103,69",114,9 042,июл.13
u678,292 758,81 160,"27,72",10,8 116,июл.13
u146,292 758,248 425,"84,86",23,10 801,июл.13
u856,489 339,621 213,"126,95",44,14 118,июл.13
u858,489 339,44 553,"9,10",3,14 851,июл.13
u860,489 339,587 991,"120,16",35,16 800,июл.13
u861,489 339,528 313,"107,96",36,14 675,июл.13
u750,0,0,,0,/0,июл.13
u644,0,0,,0,/0,июл.13
u552,207 764,239 405,"115,23",31,7 723,июл.13
u1519,207 764,345 811,"166,44",46,7 518,июл.13
u600,207 764,233 730,"112,50",28,8 347,июл.13
u863,207 764,379 264,"182,55",41,9 250,июл.13
u2026,0,0,,0,/0,июл.13
u1880,0,0,,0,/0,июл.13
u516,0,0,,0,/0,июл.13
u1626,596 451,534 731,"89,65",56,9 549,июл.13
u1627,596 451,816 526,"136,90",90,9 073,июл.13
u1901,596 451,720 249,"120,76",86,8 375,июл.13
u1630,0,0,,0,/0,июл.13
u586,596 451,658 497,"110,40",86,7 657,июл.13
u1923,580 546,677 783,"116,75",100,6 778,июл.13
u184,580 546,0,"0,00",0,/0,июл.13
u1781,580 546,0,"0,00",0,/0,июл.13
u1870,580 546,816 919,"140,72",102,8 009,июл.13
u320,580 546,715 333,"123,22",91,7 861,июл.13
u2096,0,0,,0,/0,июл.13
u1777,0,0,,0,/0,июл.13
u1778,982 405,1 330 928,"135,48",107,12 439,июл.13
u818,982 405,1 095 213,"111,48",96,11 408,июл.13
u1782,982 405,999 783,"101,77",123,8 128,июл.13
u1786,982 405,1 100 131,"111,98",99,11 112,июл.13
u1525,0,0,,0,/0,июл.13
u2032,380 138,637 801,"167,78",57,11 189,июл.13
u371,380 138,691 115,"181,81",51,13 551,июл.13
u360,380 138,403 322,"106,10",50,8 066,июл.13
u263,497 043,725 813,"146,03",58,12 514,июл.13
u2085,497 043,41 999,"8,45",3,14 000,июл.13
u1522,497 043,704 312,"141,70",262,2 688,июл.13
u2091,497 043,679 369,"136,68",71,9 569,июл.13
u2093,0,0,,0,/0,июл.13
u2094,497 043,705 528,"141,95",64,11 024,июл.13
u2083,770 416,0,"0,00",0,/0,июл.13
u1754,770 416,545 515,"70,81",71,7 683,июл.13
u33,770 416,777 164,"100,88",91,8 540,июл.13
u2092,770 416,882 614,"114,56",113,7 811,июл.13
u2082,278 344,640 195,"230,00",66,9 700,июл.13
u2086,278 344,575 570,"206,78",65,8 855,июл.13
u492,278 344,685 714,"246,36",75,9 143,июл.13
u461,278 344,480 188,"172,52",65,7 388,июл.13
u1625,0,0,,0,/0,июл.13
u588,0,0,,0,/0,июл.13
u1397,630 496,817 488,"129,66",82,9 969,июл.13
u1591,630 496,714 535,"113,33",80,8 932,июл.13
u1955,0,0,,0,/0,июл.13
u31,630 496,957 493,"151,86",103,9 296,июл.13
u150,630 496,201 896,"32,02",29,6 962,июл.13
u1619,630 496,0,"0,00",0,/0,июл.13
u23,630 496,505 360,"80,15",70,7 219,июл.13
u43,629 256,0,"0,00",0,/0,июл.13
u1817,629 256,703 847,"111,85",90,7 821,июл.13
u1837,629 256,0,"0,00",0,/0,июл.13
u41,629 256,589 389,"93,66",70,8 420,июл.13
u1752,629 256,682 663,"108,49",81,8 428,июл.13
u898,629 256,638 203,"101,42",79,8 079,июл.13
u42,0,0,,0,/0,июл.13
u65,825 837,0,"0,00",0,/0,июл.13
u66,825 837,980 269,"118,70",116,8 451,июл.13
u583,0,0,,0,/0,июл.13
u68,825 837,547 800,"66,33",58,9 445,июл.13
u69,825 837,972 828,"117,80",113,8 609,июл.13
u70,825 837,466 134,"56,44",50,9 323,июл.13
u1753,395 646,316 998,"80,12",25,12 680,июл.13
u469,395 646,340 069,"85,95",33,10 305,июл.13
u71,0,0,,0,/0,июл.13
u51,395 646,483 155,"122,12",36,13 421,июл.13
u204,576 818,0,"0,00",0,/0,июл.13
u213,576 818,704 621,"122,16",90,7 829,июл.13
u222,576 818,468 213,"81,17",47,9 962,июл.13
u684,576 818,623 312,"108,06",68,9 166,июл.13
u1338,0,0,,0,/0,июл.13
u229,576 818,740 965,"128,46",69,10 739,июл.13
u199,0,0,,0,/0,июл.13
u202,757 742,0,"0,00",0,/0,июл.13
u779,757 742,0,"0,00",0,/0,июл.13
u205,757 742,779 467,"102,87",98,7 954,июл.13
u216,757 742,694 752,"91,69",62,11 206,июл.13
u223,757 742,867 551,"114,49",107,8 108,июл.13
u813,757 742,673 460,"88,88",83,8 114,июл.13
u209,603 161,652 366,"108,16",65,10 036,июл.13
u220,0,0,,0,/0,июл.13
u812,603 161,0,"0,00",0,/0,июл.13
u225,603 161,725 511,"120,28",66,10 993,июл.13
u226,603 161,866 562,"143,67",107,8 099,июл.13
u814,603 161,293 800,"48,71",38,7 732,июл.13
u1864,651 872,446 989,"68,57",52,8 596,июл.13
u198,651 872,781 529,"119,89",79,9 893,июл.13
u1951,0,0,,0,/0,июл.13
u710,651 872,0,"0,00",0,/0,июл.13
u219,651 872,959 987,"147,27",103,9 320,июл.13
u810,0,0,,0,/0,июл.13
u200,789 055,586 486,"74,33",59,9 940,июл.13
u7,789 055,892 582,"113,12",97,9 202,июл.13
u215,789 055,948 018,"120,15",75,12 640,июл.13
u214,0,0,,0,/0,июл.13
u221,789 055,674 109,"85,43",73,9 234,июл.13
u299,0,0,,0,/0,июл.13
u736,541 031,634 914,"117,35",51,12 449,июл.13
u231,541 031,490 291,"90,62",52,9 429,июл.13
u232,541 031,456 672,"84,41",51,8 954,июл.13
u207,0,0,,0,/0,июл.13
u233,541 031,484 147,"89,49",54,8 966,июл.13
u799,0,0,,0,/0,июл.13
u798,845 967,845 720,"99,97",53,15 957,июл.13
u800,845 967,884 936,"104,61",56,15 802,июл.13
u801,845 967,0,"0,00",0,/0,июл.13
u787,596 451,828 608,"138,92",73,11 351,июл.13
u790,596 451,185 483,"31,10",13,14 268,июл.13
u791,0,0,,0,/0,июл.13
u794,596 451,652 275,"109,36",62,10 521,июл.13
u1815,596 451,0,"0,00",0,/0,июл.13
u143,596 451,39 089,"6,55",13,3 007,июл.13
u1975,596 451,67 331,"11,29",17,3 961,июл.13
u802,596 451,611 608,"102,54",78,7 841,июл.13
u1893,596 451,790 350,"132,51",68,11 623,июл.13
u1417,695 860,510 467,"73,36",41,12 450,июл.13
u44,0,0,,0,/0,июл.13
u1521,695 860,743 142,"106,79",55,13 512,июл.13
u1441,695 860,637 250,"91,58",50,12 745,июл.13
u796,0,0,,0,/0,июл.13
u107,695 860,770 464,"110,72",59,13 059,июл.13
u622,695 860,848 719,"121,97",91,9 327,июл.13
u788,0,0,,0,/0,июл.13
u2000,85 375,40 509,"47,45",10,4 051,июл.13
u865,798 025,456 663,"57,22",68,6 716,июл.13
u962,0,0,,0,/0,июл.13
u687,798 025,1 054 723,"132,17",132,7 990,июл.13
u1603,798 025,972 030,"121,80",120,8 100,июл.13
u688,798 025,1 021 184,"127,96",108,9 455,июл.13
u869,1 168 050,1 322 558,"113,23",117,11 304,июл.13
u165,1 168 050,1 361 009,"116,52",126,10 802,июл.13
u1447,1 168 050,1 233 780,"105,63",174,7 091,июл.13
u5,1 168 050,1 225 189,"104,89",213,5 752,июл.13
u870,0,0,,0,/0,июл.13
u1906,0,0,,0,/0,июл.13
u137,581 499,725 052,"124,69",51,14 217,июл.13
u1404,581 499,770 840,"132,56",96,8 030,июл.13
u1369,581 499,756 489,"130,09",71,10 655,июл.13
u1398,518 543,76 975,"14,84",4,19 244,июл.13
u618,518 543,578 877,"111,64",49,11 814,июл.13
u1400,518 543,438 936,"84,65",41,10 706,июл.13
u1401,518 543,695 267,"134,08",98,7 095,июл.13
u524,0,0,,0,/0,июл.13
u1402,862 620,1 004 019,"116,39",132,7 606,июл.13
u1405,862 620,1 515 228,"175,65",185,8 190,июл.13
u1406,0,0,,0,/0,июл.13
u1407,862 620,1 268 294,"147,03",148,8 570,июл.13
u1506,450 000,295 460,"65,66",56,5 276,авг.13
u1425,0,0,"0,00",0,/0,авг.13
u48,450 000,0,"0,00",0,/0,авг.13
u759,450 000,597 652,"132,81",100,5 977,авг.13
u121,450 000,60 619,"13,47",4,15 155,авг.13
u713,494 000,337 199,"68,26",49,6 882,авг.13
u256,494 000,0,"0,00",0,/0,авг.13
u758,494 000,0,"0,00",0,/0,авг.13
u386,494 000,360 765,"73,03",56,6 442,авг.13
u1589,0,0,"0,00",0,/0,авг.13
u1969,823 000,994 591,"120,85",100,9 946,авг.13
u1701,823 000,865 822,"105,20",87,9 952,авг.13
u1231,823 000,1 005 712,"122,20",98,10 262,авг.13
u510,0,0,"0,00",0,/0,авг.13
u1972,0,0,"0,00",0,/0,авг.13
u1471,420 420,528 131,"125,62",65,8 125,авг.13
u620,420 420,400 538,"95,27",41,9 769,авг.13
u553,762 500,1 087 349,"142,60",113,9 623,авг.13
u806,0,0,"0,00",0,/0,авг.13
u567,762 500,940 417,"123,33",110,8 549,авг.13
u849,762 500,1 050 101,"137,72",132,7 955,авг.13
u136,762 500,783 622,"102,77",74,10 589,авг.13
u581,762 500,0,"0,00",0,/0,авг.13
u341,424 250,514 391,"121,25",47,10 944,авг.13
u1206,424 250,490 865,"115,70",45,10 908,авг.13
u1824,0,376,"0,00",2,188,авг.13
u1774,970 750,1 218 865,"125,56",132,9 234,авг.13
u1470,970 750,0,"0,00",0,/0,авг.13
u114,970 750,1 115 666,"114,93",75,14 876,авг.13
u1118,970 750,269 033,"27,71",17,15 825,авг.13
u145,0,0,"0,00",0,/0,авг.13
u327,968 363,333 334,"34,42",53,6 289,авг.13
u1780,968 363,0,"0,00",0,/0,авг.13
u1866,968 363,734 484,"75,85",46,15 967,авг.13
u1532,0,0,"0,00",0,/0,авг.13
u281,968 363,263 368,"27,20",43,6 125,авг.13
u1500,968 363,1 298 989,"134,14",82,15 841,авг.13
u1016,0,0,"0,00",0,/0,авг.13
u1950,0,0,"0,00",0,/0,авг.13
u46,0,0,"0,00",0,/0,авг.13
u1821,1 601 200,0,"0,00",0,/0,авг.13
u1089,1 601 200,1 749 588,"109,27",108,16 200,авг.13
u497,1 601 200,1 529 948,"95,55",163,9 386,авг.13
u177,0,0,"0,00",0,/0,авг.13
u1517,1 601 200,0,"0,00",0,/0,авг.13
u1308,1 091 790,1 328 185,"121,65",97,13 693,авг.13
u348,1 091 790,105 583,"9,67",30,3 519,авг.13
u1026,1 091 790,33 339,"3,05",5,6 668,авг.13
u823,1 091 790,0,"0,00",0,/0,авг.13
u1033,1 091 790,0,"0,00",0,/0,авг.13
u596,1 091 790,1 389 004,"127,22",116,11 974,авг.13
u1124,1 091 790,1 371 538,"125,62",109,12 583,авг.13
u1215,1 091 790,893 835,"81,87",94,9 509,авг.13
u1530,0,0,"0,00",0,/0,авг.13
u1700,441 200,457 580,"103,71",45,10 168,авг.13
u355,441 200,651 575,"147,68",57,11 431,авг.13
u334,441 200,553 012,"125,34",58,9 535,авг.13
u357,441 200,601 404,"136,31",67,8 976,авг.13
u338,942 000,465 848,"49,45",50,9 317,авг.13
u1888,942 000,0,"0,00",0,/0,авг.13
u827,942 000,381 340,"40,48",46,8 290,авг.13
u502,969 250,827 659,"85,39",96,8 621,авг.13
u1892,969 250,559 278,"57,70",45,12 428,авг.13
u330,969 250,971 307,"100,21",115,8 446,авг.13
u1393,969 250,951 632,"98,18",108,8 811,авг.13
u1358,0,0,"0,00",0,/0,авг.13
u1825,1 000 000,1 138 686,"113,87",97,11 739,авг.13
u1038,0,0,"0,00",0,/0,авг.13
u21,1 000 000,1 117 827,"111,78",102,10 959,авг.13
u1538,0,0,"0,00",0,/0,авг.13
u1028,0,0,"0,00",0,/0,авг.13
u75,0,0,"0,00",0,/0,авг.13
u1999,0,0,"0,00",0,/0,авг.13
u974,1 056 500,0,"0,00",0,/0,авг.13
u1478,1 056 500,299 610,"28,36",21,14 267,авг.13
u1826,0,0,"0,00",0,/0,авг.13
u1185,1 056 500,1 697 631,"160,68",118,14 387,авг.13
u1209,1 056 500,1 800 014,"170,38",144,12 500,авг.13
u976,1 020 000,1 203 412,"117,98",120,10 028,авг.13
u1006,1 020 000,843 879,"82,73",71,11 886,авг.13
u1012,1 020 000,0,"0,00",0,/0,авг.13
u1077,1 020 000,1 211 549,"118,78",116,10 444,авг.13
u983,912 750,497 050,"54,46",53,9 378,авг.13
u1066,912 750,1 049 487,"114,98",116,9 047,авг.13
u1845,0,0,"0,00",0,/0,авг.13
u1256,912 750,1 212 194,"132,81",107,11 329,авг.13
u1129,912 750,1 176 117,"128,85",117,10 052,авг.13
u1106,0,0,"0,00",0,/0,авг.13
u1047,379 575,522 381,"137,62",42,12 438,авг.13
u332,0,0,"0,00",0,/0,авг.13
u336,379 575,501 694,"132,17",57,8 802,авг.13
u1803,379 575,513 269,"135,22",55,9 332,авг.13
u439,0,0,"0,00",0,/0,авг.13
u356,1 003 500,978 437,"97,50",118,8 292,авг.13
u817,1 003 500,1 025 381,"102,18",99,10 357,авг.13
u1175,1 003 500,578 092,"57,61",62,9 324,авг.13
u2062,0,0,"0,00",0,/0,авг.13
u1548,1 003 500,24 671,"2,46",2,12 335,авг.13
u1872,1 003 500,243 012,"24,22",30,8 100,авг.13
u91,1 003 500,592 756,"59,07",59,10 047,авг.13
u654,1 053 500,1 188 844,"112,85",94,12 647,авг.13
u1779,0,0,"0,00",0,/0,авг.13
u297,1 053 500,423 833,"40,23",85,4 986,авг.13
u1056,704 550,848 373,"120,41",90,9 426,авг.13
u319,704 550,230 524,"32,72",31,7 436,авг.13
u968,1 147 908,1 414 437,"123,22",123,11 499,авг.13
u992,1 147 908,714 734,"62,26",62,11 528,авг.13
u2024,1 147 908,1 086 070,"94,61",120,9 051,авг.13
u1141,0,790,"0,00",1,790,авг.13
u196,1 147 908,962 888,"83,88",116,8 301,авг.13
u1434,1 147 908,0,"0,00",0,/0,авг.13
u25,0,0,"0,00",0,/0,авг.13
u2046,762 500,464 644,"60,94",43,10 806,авг.13
u559,762 500,687 826,"90,21",73,9 422,авг.13
u1064,0,0,"0,00",0,/0,авг.13
u1819,0,0,"0,00",0,/0,авг.13
u780,1 056 750,940 133,"88,96",85,11 060,авг.13
u527,1 056 750,685 048,"64,83",71,9 649,авг.13
u1677,1 056 750,0,"0,00",0,/0,авг.13
u947,1 056 750,1 006 269,"95,22",80,12 578,авг.13
u369,1 056 750,153 945,"14,57",50,3 079,авг.13
u1546,1 056 750,32 706,"3,09",14,2 336,авг.13
u115,1 100 000,0,"0,00",0,/0,авг.13
u1075,1 100 000,1 117 742,"101,61",116,9 636,авг.13
u1299,1 100 000,820 890,"74,63",83,9 890,авг.13
u1970,1 100 000,868 235,"78,93",72,12 059,авг.13
u1172,0,0,"0,00",0,/0,авг.13
u919,1 100 000,1 064 756,"96,80",99,10 755,авг.13
u989,772 500,790 022,"102,27",100,7 900,авг.13
u1446,0,0,"0,00",0,/0,авг.13
u804,772 500,813 498,"105,31",90,9 039,авг.13
u1258,772 500,278 733,"36,08",41,6 798,авг.13
u1937,1 242 333,1 765 069,"142,08",146,12 090,авг.13
u73,0,0,"0,00",0,/0,авг.13
u2053,1 242 333,2 182 034,"175,64",173,12 613,авг.13
u611,1 242 333,1 873 753,"150,83",167,11 220,авг.13
u1112,1 242 333,1 419 791,"114,28",110,12 907,авг.13
u1200,1 242 333,410 807,"33,07",40,10 270,авг.13
u1341,1 242 333,1 099 824,"88,53",68,16 174,авг.13
u1260,955 000,409 811,"42,91",72,5 692,авг.13
u1536,0,0,"0,00",0,/0,авг.13
u923,955 000,0,"0,00",0,/0,авг.13
u1878,955 000,1 171 513,"122,67",111,10 554,авг.13
u1992,846 000,846 989,"100,12",91,9 308,авг.13
u1563,846 000,0,"0,00",0,/0,авг.13
u211,0,0,"0,00",0,/0,авг.13
u925,628 478,0,"0,00",0,/0,авг.13
u1873,628 478,0,"0,00",0,/0,авг.13
u333,0,0,"0,00",0,/0,авг.13
u2011,628 478,877 978,"139,70",49,17 918,авг.13
u344,1 065 123,1 066 401,"100,12",100,10 664,авг.13
u1466,628 478,32 098,"5,11",4,8 025,авг.13
u282,628 478,554 816,"88,28",55,10 088,авг.13
u2059,628 478,711 676,"113,24",64,11 120,авг.13
u16,0,336,"0,00",1,336,авг.13
u1621,657 750,549 626,"83,56",46,11 948,авг.13
u1996,657 750,761 329,"115,75",71,10 723,авг.13
u95,0,0,"0,00",0,/0,авг.13
u984,1 000 000,0,"0,00",0,/0,авг.13
u78,1 000 000,492 642,"49,26",58,8 494,авг.13
u623,1 000 000,1 091 947,"109,19",121,9 024,авг.13
u342,1 512 600,1 674 897,"110,73",149,11 241,авг.13
u578,1 512 600,1 660 191,"109,76",151,10 995,авг.13
u1107,1 512 600,1 171 516,"77,45",76,15 415,авг.13
u1193,1 512 600,1 620 188,"107,11",166,9 760,авг.13
u476,0,0,"0,00",0,/0,авг.13
u1180,1 512 600,1 783 818,"117,93",151,11 813,авг.13
u1003,1 116 200,1 329 314,"119,09",127,10 467,авг.13
u1005,1 116 200,1 373 049,"123,01",115,11 940,авг.13
u324,1 116 200,1 273 727,"114,11",125,10 190,авг.13
u335,0,0,"0,00",0,/0,авг.13
u1528,1 116 200,1 300 406,"116,50",132,9 852,авг.13
u617,1 234 000,1 331 093,"107,87",116,11 475,авг.13
u1015,0,0,"0,00",0,/0,авг.13
u1144,1 234 000,1 258 762,"102,01",135,9 324,авг.13
u1156,1 234 000,514 077,"41,66",52,9 886,авг.13
u1771,1 234 000,976 772,"79,15",111,8 800,авг.13
u2097,1 234 000,0,"0,00",0,/0,авг.13
u354,723 750,84 124,"11,62",25,3 365,авг.13
u1526,0,0,"0,00",0,/0,авг.13
u1128,723 750,508 275,"70,23",46,11 049,авг.13
u373,723 750,1 133 309,"156,59",122,9 289,авг.13
u1796,723 750,0,"0,00",0,/0,авг.13
u62,0,0,"0,00",0,/0,авг.13
u347,797 250,959 236,"120,32",77,12 458,авг.13
u346,797 250,283 399,"35,55",48,5 904,авг.13
u57,797 250,498 557,"62,53",38,13 120,авг.13
u2066,797 250,1 225 567,"153,72",113,10 846,авг.13
u1340,797 250,0,"0,00",0,/0,авг.13
u1158,797 250,0,"0,00",0,/0,авг.13
u116,0,0,"0,00",0,/0,авг.13
u160,797 250,15 520,"1,95",1,15 520,авг.13
u1597,0,0,"0,00",0,/0,авг.13
u975,784 088,673 396,"85,88",48,14 029,авг.13
u681,784 088,831 691,"106,07",71,11 714,авг.13
u1011,0,0,"0,00",0,/0,авг.13
u182,784 088,844 024,"107,64",74,11 406,авг.13
u749,784 088,847 644,"108,11",71,11 939,авг.13
u967,941 500,684 185,"72,67",56,12 218,авг.13
u1639,247 792,277 528,"112,00",33,8 410,авг.13
u18,941 500,725 636,"77,07",65,11 164,авг.13
u1155,941 500,1 017 814,"108,11",50,20 356,авг.13
u1205,941 500,0,"0,00",0,/0,авг.13
u238,0,0,"0,00",0,/0,авг.13
u977,1 027 950,0,"0,00",0,/0,авг.13
u821,1 027 950,28 524,"2,77",2,14 262,авг.13
u509,1 027 950,0,"0,00",0,/0,авг.13
u1651,1 027 950,1 167 320,"113,56",136,8 583,авг.13
u1945,0,0,"0,00",0,/0,авг.13
u2007,1 027 950,0,"0,00",0,/0,авг.13
u935,1 027 950,28 266,"2,75",2,14 133,авг.13
u576,942 456,574 334,"60,94",69,8 324,авг.13
u1985,942 456,949 044,"100,70",100,9 490,авг.13
u645,0,0,"0,00",0,/0,авг.13
u352,942 456,225 407,"23,92",30,7 514,авг.13
u1452,942 456,756 699,"80,29",79,9 578,авг.13
u1062,0,0,"0,00",0,/0,авг.13
u1895,521 588,562 990,"107,94",37,15 216,авг.13
u1443,521 588,545 069,"104,50",45,12 113,авг.13
u1284,521 588,407 134,"78,06",37,11 004,авг.13
u1834,1 301 475,1 335 645,"102,63",132,10 119,авг.13
u1210,1 301 475,1 174 328,"90,23",113,10 392,авг.13
u1315,0,0,"0,00",0,/0,авг.13
u1254,1 301 475,1 006 410,"77,33",102,9 867,авг.13
u1311,1 301 475,1 160 694,"89,18",112,10 363,авг.13
u1541,176 019,301 132,"171,08",46,6 546,авг.13
u27,527 357,590 640,"112,00",48,12 305,авг.13
u1298,0,0,"0,00",0,/0,авг.13
u372,392 073,439 122,"112,00",36,12 198,авг.13
u709,385 701,431 986,"112,00",40,10 800,авг.13
u1791,265 237,297 066,"112,00",21,14 146,авг.13
u535,1 349 250,635 367,"47,09",69,9 208,авг.13
u359,0,0,"0,00",0,/0,авг.13
u927,0,0,"0,00",0,/0,авг.13
u1764,1 349 250,1 772 612,"131,38",139,12 753,авг.13
u108,1 349 250,1 597 873,"118,43",138,11 579,авг.13
u508,1 349 250,1 369 423,"101,50",142,9 644,авг.13
u1795,1 349 250,0,"0,00",0,/0,авг.13
u1598,1 278 900,520 554,"40,70",63,8 263,авг.13
u103,1 278 900,1 332 595,"104,20",128,10 411,авг.13
u909,1 278 900,513 265,"40,13",68,7 548,авг.13
u1114,1 278 900,1 447 968,"113,22",136,10 647,авг.13
u811,0,0,"0,00",0,/0,авг.13
u1181,1 278 900,0,"0,00",0,/0,авг.13
u1641,408 440,317 823,"77,81",37,8 590,авг.13
u1993,0,0,"0,00",0,/0,авг.13
u1167,408 440,482 975,"118,25",54,8 944,авг.13
u668,2 775 250,1 592 654,"57,39",113,14 094,авг.13
u554,0,0,"0,00",0,/0,авг.13
u1593,2 775 250,2 816 461,"101,48",199,14 153,авг.13
u1049,2 775 250,3 200 452,"115,32",228,14 037,авг.13
u90,2 775 250,2 007 275,"72,33",141,14 236,авг.13
u624,2 775 250,3 145 714,"113,35",224,14 043,авг.13
u671,2 775 250,2 021 930,"72,86",157,12 879,авг.13
u772,2 775 250,1 409 013,"50,77",130,10 839,авг.13
u331,0,0,"0,00",0,/0,авг.13
u1025,0,0,"0,00",0,/0,авг.13
u1480,933 975,0,"0,00",0,/0,авг.13
u526,933 975,1 031 933,"110,49",96,10 749,авг.13
u511,933 975,1 033 630,"110,67",88,11 746,авг.13
u1468,933 975,976 339,"104,54",99,9 862,авг.13
u911,0,0,"0,00",0,/0,авг.13
u11,618 500,364 857,"58,99",50,7 297,авг.13
u1102,618 500,249 264,"40,30",25,9 971,авг.13
u1995,618 500,289 294,"46,77",36,8 036,авг.13
u148,618 500,0,"0,00",0,/0,авг.13
