УИН подразделения,1. Устраивают ли Вас условия труда?,,"2. Если не устраивают условия, укажите какие:",,,,,,3. Устраивает ли Вас обеспечение рабочего места всем необходимым?,,"4. Удовлетворены ли Вы режимом работы (график работы, время перерыва, сверхурочные, командировки и т.д.)?",,5. Оплата труда соответствует Вашему трудовому вкладу?,,6. Понятны ли Вам общие критерии оценки Вашего труда?,,7. Понятна ли Вам Ваша система мотивации и система расчета премии?,,8. Считаете ли Вы Ваш заработок соответствующий среднему уровню по рынку труда?,,9. Устраивает ли Вас система поощрения лучших сотрудников?,,"10. Устраивает ли Вас система немонетарной мотивации (конкурсы, мероприятия, подарки)?",,11. Что бы Вы хотели добавить в социальный пакет или изменить в нем:,12. Вы информированы о возможностях Вашего карьерного роста?,,,13. За последний год работы с Вами кто-нибудь обсуждал возможность развития в Компании?,,,14. Можете ли Вы реализовать свои идеи в Компании?,,,,15. Ощущаете ли Вы полезность и важность Вашей работы?,,16. Есть ли у Вас потребность в повышении квалификации?,,"17. Если потребность есть, то какая:",18. Устраивают ли Вас взаимоотношения с руководством?,,"19. Знаете ли Вы к кому можно обратиться для решения проблем, кроме непосредственного руководителя?",,"20. По каким причинам, по Вашему мнению, возникают недоразумения и конфликты:",,,,,,,21. Устраивают ли Вас взаимоотношения со смежными подразделениями?,,,22. Можете ли Вы открыто высказывать непосредственному руководителю свои идеи и предложения?,,23. Признает ли руководство Ваши заслуги?,,"24. Какие, по Вашему мнению, бизнес-процессы в Компании требуют доработки:","25. Пожалуйста, назовите процессы, которые, по Вашему мнению, отлажены и не требуют доработки:",26. Что мешает повышению эффективности работы:,,,,,,,,"27. Что, по Вашему мнению, способствовало бы решению этих проблем:",,,,,28. Вы интересуетесь новостями Компании на портале?,,,29. Из каких источников Вы узнаете информацию об изменениях в компании (множественный выбор):,,,,,30. Чувствуете ли Вы себя информированным о планах и достижениях компании?,,31. Вы получаете достаточно необходимой для работы информации?,,32. Всегда ли Вы своевременно получаете информацию о качестве выполненной работы?,,"33. Понимаете ли Вы свои задачи и функции, которые от Вас ожидает руководство?",,34. Чувствуете ли Вы сопричастность к общему делу развития Компании?,,35. Удовлетворены ли Вы от процессов участия и причастности к проектам Компании?,,"36. Вы можете припомнить случай, когда при общении с партнером (клиентом) Вы проявили нестандартное решение вопроса? Пожалуйста, сообщите, в чем конкретно это заключалось:",37. Ощущаете ли Вы удовлетворенность работой в компании и уверенность в своем будущем в Компании?,,"38. Вы можете назвать свой коллектив сплоченным, объединенным общими целями, нормами поведения, ценностями?",,"39. Устраивают ли Вас взаимоотношения, сложившиеся в Вашем коллективе?",,40. Как Вы можете охарактеризовать атмосферу в коллективе:,,,,,"41. Хватает ли Вам неформального общения с коллегами, обмена мнениями, интересами?",,"42. Какие традиции и правила Компании для Вас ценны, приняты Вами:",43. Какие ценности Компани вами приняты:,,,,,"44. Пожалуйста, оцените в целом уровень корпоративной культуры в Компании по 5-тибальной шкале:",,,,,"45. Пожалуйста, оцените Компанию Чайникофф в качестве работодателя по 5-тибальной шкале:",,,,
18799afc-7286-11e0-a872-001b789beaf2,1,,,,,,1,условия труда хорошие,1,,,1,,1,1,,1,,,1,1,,1,,посещение коллективом фитнесс центра,1,,,1,,,1,,,все идеи можно воплотить через нашу управляющую,1,,1,,посещение и изучение процесса производства юи,1,,1,,,,,,,1,,1,,,1,,1,,все устраивает,все устраивает,,,,,1,,1,,1,1,,,1,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,пока достаточно стандартных решений,1,,1,,1,,,1,,,у нас сплоченный коллектив,1,,все,1,1,1,1,1,,,,,1,,,,1,
80787e4b-616c-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Оплата проезда к месту отдыха,1,,,1,,,1,,,Есть идея!,1,,1,,Изучение новых возможностей для эффективной работы,1,,1,,,,,,,,1,1,,,1,,1,,Запуск новых акций,Клиентские сервисы,,,,,,,1,,,,,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,Нет,1,,1,,1,,,,1,,,1,,Все,1,1,1,1,1,,,,1,,,,,,1
0e75e9c6-241e-11e2-a848-001b789beaf2,1,,,,,,1,,1,,,1,,1,1,,1,,,1,,1,,1,"хотя бы 50% оплаты путевок в санаторий. дом отдыха. профилакторий , подарки к праздникам.",1,,,1,,,,1,,,1,,1,,пройти курсы 1с и программного обеспечения более углубленно.,1,,1,,,,,,,,1,1,,,,1,,1,"уменьшение кол-ва рекламных раздаточных материалов. Корректировать работу промоутеров( только начало акции и к завершению ) . Очень действенна реклама на ТВ!!! Упрощение акций( н-р, 30% скидка на все изделия )","Инкассация , тренинги , внутренняя связь.",,,1,,,,1,,,1,1,,1,1,,,1,1,1,1,1,1,,1,,1,,,1,1,,,1,,1,,1,,1,,,1,,,,1,,Постоянное развитие,1,1,,1,1,,,,1,,,,,1,
cb70eb81-d58c-11e1-a52a-001b789beaf2,,1,,,1,,,"В некоторых магазинах наблюдается наличие запахов и всякой живности, так же многие не отапливаются",1,,,1,,1,1,,1,,1,,1,,,1,"Сделать белую зп выше, и нормально оплачивать больничный",1,,,,1,,,1,,нет,1,,1,,..,1,,1,,,,,,,,1,1,,,1,,,1,...,...,,,,,1,1,1,,,1,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,уже не помню,,1,,1,1,,1,,,,без комментраиев,1,,..,1,1,1,,,,,1,,,,,,1,
265d94e1-16ca-11e3-babe-ac162d794eee,1,,,,,,1,отдельный санузел!,1,,1,,,1,1,,1,,,1,1,,1,,"З/П ""белую"", и своевременная индексация З/П относительно инфляции",1,,,1,,,,1,,,1,,1,,"движение - это жизнь , чем активней двигаешься тем лучше живёшь",1,,1,,,,,,,,1,,,1,1,,1,,"ценообразование, и бухгалтерский отдел","во всех отраслях всегда есть, что улучшить",,,,,,1,,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,не припомню,1,,1,,1,,1,,,,,1,,клиент всегда прав,1,1,1,1,1,,,,,1,,,1,,
18799af1-7286-11e0-a872-001b789beaf2,1,,,,,,1,все устраивает,1,,1,,,1,1,,1,,,1,,1,1,,нет,1,,,1,,,1,,,нет,1,,1,,нет,1,,1,,,,,,,,1,1,,,1,,1,,нет,нет,,,1,,,1,,,,1,1,1,1,1,,,1,,,,,1,,1,,,1,1,,1,,1,,нет,,1,1,,1,,,,1,,нет,1,,нет,,,,,1,,,,1,,,,,1,
18799af8-7286-11e0-a872-001b789beaf2,1,,,,1,,,очень холодно в нашем магазине,1,,1,,,1,1,,1,,1,,1,,1,,Более высокую оплату больничных листов,1,,,1,,,,1,,-,1,,1,,прохождение тренингов,1,,1,,,,,1,,,,1,,,1,,1,,-,-,,,1,1,,,,,,1,1,,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,1,,,"слаженность, взаимовыручка и понимание",1,,-,,,,,1,,,,,1,,,,,1
18799aeb-7286-11e0-a872-001b789beaf2,1,,,,,,1,"Мало места в подсобном помещении, трудно складывать запасное оборудование для украшений и т.д.",1,,1,,1,,1,,1,,1,,1,,1,,"50% оплачивать за спорткомплекс (бассейн, фитнес)",1,,,,1,,1,,,Своими идеями,1,,1,,Стабильность,1,,,1,,,,,,,1,1,,,1,,1,,Рассмотреть варианты продаж изделий из серебра (много клиентов спрашивают),Индивидуальный заказ не требует доработки,,1,1,,,1,,,,,,1,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,Не припоминаю,1,,1,,1,,,1,,,"Работаем в команде, общаемся по работе",1,,,1,1,1,1,1,,,,1,,,,,1,
18799ae3-7286-11e0-a872-001b789beaf2,1,,,,,,1,,,1,1,,,1,,1,,1,,1,1,,1,,"Более расширить спектр услуг по полису ДМС, оплату фитнес-клуба сделать не только для работников офиса, обучение английскому языку.",,1,,,1,,1,,,,1,,1,,Хотелось бы больше учебных материалов и практики для работы в должности Управляющего.,1,,1,,,,,1,,,,1,,,1,,1,,"IT-сервисы, работа с кадрами.",Маркетинг и реклама.,,,,,,1,,,,,,1,,1,,,1,,,1,,,1,1,,1,,1,,1,,1,,Нет.,,1,,1,1,,,1,,,,1,,Открытость и помощь коллег в любом вопросе.,,1,,,,,,1,,,,,1,,
18799ae4-7286-11e0-a872-001b789beaf2,,1,,,1,,,"очень холодно в магазине,если на улице ветреная погода",1,,1,,1,,,1,,1,1,,1,,,1,"дополнить услуги в ДМС,в частности стоматология; оплата рабочих праздничных дней и ночных часов в двойном размере",1,,,,1,,,1,,,1,,1,,"обучение по приему лома не в теории,а на практике; обучение по драг.и полудраг.камням",1,,,1,,,,1,,,,,1,,1,,1,,",,,",",,,,",,,1,,,1,1,,,1,1,1,1,,1,,1,1,,1,,,1,,1,1,,1,,1,,1,,",,,",1,,1,,1,,,1,,,,1,,",,,",1,,1,,1,,,,1,,,,,1,
6323049f-1cff-11e2-9fa8-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,"Санаторно-курортное лечение, посещение оздоровительных комплексов",1,,,1,,,1,,,Через портал,1,,1,,Тренинги по обучению,1,,1,,,,,,,,1,1,,,1,,1,,"Акции, разработанные компанией",ИЗ,,,1,,,,,,,,,,1,1,,,1,,,,,1,,1,,1,,1,,1,,1,,"нет , не приходилось.",1,,1,,1,,,1,,,,1,,"Постоянное развитие, ответственность и доброжелательность.",,,,1,,,,,,1,,,,,1
18799ae7-7286-11e0-a872-001b789beaf2,,1,,,1,,,очень плохое освещение торгового зала,1,,,1,,1,1,,1,,1,,1,,1,,ничего,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,Ценообразование,затрудняюсь ответить,,,,,,1,,,,,,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,,1,,,1,1,,1,,,,1,,,1,,Покупатель всегда прав,1,1,1,1,1,,,,1,,,,,1,
18799aed-7286-11e0-a872-001b789beaf2,1,,,,,,1,Все в норме,1,,1,,1,,1,,1,,1,,1,,1,,Все устраивает,1,,,,1,,1,,,,1,,1,,Потребностей нет,1,,1,,,,,,,,1,1,,,1,,1,,Все устраивает,Все устраивает,,,1,,,,,,,,1,,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,Нет,1,,1,,1,,,,1,,У нас в коллективе хорошая дружеская атмосфера,1,,"Хорошая ,дружеская атмосфера, слаженность работы.",1,1,1,1,1,,,,,1,,,,,1
2872f0ab-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,.,1,,,1,,,1,,,есть идея,1,,,1,.,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,,1,,1,,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,.,1,,1,,1,,,1,,,,1,,"Золотые стандарты, кодекс корпоративной этики",1,1,1,1,1,,,,,1,,,,,1
97ff0678-cd05-11e2-8fe6-ac162d794eee,,1,,,1,,,"В салоне очень холодно, мерзнут даже руки!",1,,,1,1,,1,,1,,1,,,1,,1,не чего хотела бы изменить,,1,,,,1,1,,,портал,1,,,1,,1,,1,,,,,,,1,,1,,,1,,1,,"индивидуальный заказ, расширить ассортимент","Обучение, информация о новостях, портал, имидж Компании, акции, подарки, карты клиентов",,1,1,,,,,,1,1,,,1,1,,,1,1,,,,1,,1,,1,,1,,1,,1,,,1,,1,,1,,,1,,,"Атмосфера доброжелательная, доверительная, командный дух",1,,"Ориентация на клиента, профессионализм, культура общения",1,1,,,,,,,1,,,,,1,
18799ae5-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Всё устраивает. Дополнительных предложений нет.,1,,,,1,,,1,,,1,,1,,В прохождение дополнительных курсов.,1,,1,,,,,,,,1,1,,,1,,1,,Начало новых акций.,Кросс-промо акции.,,,,,,,1,,,,1,,1,1,,,1,1,1,1,,1,,1,,1,,1,,1,,1,,Такого случая не было.,1,,1,,1,,,1,,,,1,,День Рождения Чайникофф,,,1,,1,,,,1,,,,,1,
18799af2-7286-11e0-a872-001b789beaf2,1,,,,,,1,1,1,,1,,1,,1,,1,,1,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,,,,1,1,,,1,,1,,1,1,,,,1,1,,,,,1,1,1,,,1,,,1,,1,,1,,1,,1,,1,,1,,1,,1,1,,1,,1,,,,1,,,1,,1,1,1,1,1,1,,,,1,,,,,1,
2872f0a5-722e-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,1,,1,,ничего,1,,,,1,,,1,,,1,,1,,"Более интересная должность, большая ответственность, возможность улучшить работу персонала, магазина, заработная плата",1,,1,,,,,,,,1,1,,,1,,1,,"перевод магазинов на базу 1с, это сократит время оформления продажи, соответственно не будет таких очередей у кассы в праздничные дни, даст возможность просматривать ассортимент других магазинов и склада для информирования покупателей, значительно сокращает время на оформление возвратов и заказа товара. Пересмотр системы мотивации, например, если продавец будет получать к окладу определенный процент с каждой продажи, у него будет больший интерес к совершению сделки и интерес продать более дорогое украшение.",все остальные,1,1,1,,1,1,1,,1,1,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,"Когда клиент совсем не шел на контакт, решила спросить у него про погоду. Разговор завязался, удалось расположить к себе клиента и выявить потребности",,1,1,,1,,,1,,,,1,,"Доброжелательность, постоянное развитие, ответственность",1,1,1,1,1,,,,,1,,,,1,
18799afa-7286-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,,1,1,,1,,,1,1,,1,,"хотелось бы повысить размер оклада хотя бы до 15000. так как слишком высок риск получить 10000 при не достижении плана. опыт работы в компании еще совсем не большой ( 2 месяца), но очень расстроило что не вся зарплата ""белая"", так как приходила на это место в солидную и крупную компанию. мотивация так же не обрадовала, так как смотря на зарплату других сотрудников поразило, что за новогодний месяц продавцы всего салона получили по 20000, когда выручка составила почти 5 миллионов. я считаю что продавец - это лицо компании и какой настрой у продавца, такой и результат, а настрой зависит в первую очередь от уровня оплаты труда.",1,,,,1,,,1,,"реализовать свои идеи не представляется возможным, так как компания крупная и с устоявшимися правилами и устоями.",1,,1,,"обучение считаю неотъемлемой частью работы, так как для более продуктивной работы необходимо пополнять свой багаж знаний. интереснее было бы видеть обучающие фильмы.",1,,,1,,,,,,,1,1,,,1,,1,,"хотелось бы больше рекламы по городу ( метро, баннеры, автобусы)",отлично развита смс-рассылка.,,,,,,1,,,,1,,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,не было,,1,1,,1,,,1,,,,1,,не успела пока ознакомится с традициями компании в связи с небольшим периодом работы.,1,1,,1,1,,,,1,,,,,1,
18799af6-7286-11e0-a872-001b789beaf2,,1,,,1,,,,1,,1,,1,,1,,,1,,1,1,,1,,"В Чехове нет мед. центров, где можно использовать весь соц. пакет, а в Москве не действует для работников из области.",1,,,1,,,1,,,,1,,1,,Хочу стать продавцом-кассиром.,1,,1,,,,,,1,,,1,,,1,,1,,Никакие.,Все.,,,,,,1,,,,1,1,,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,1,,1,,,,,1,,"Приветствие клиентов, поддержание порядка в торговом зале, легкое и ненавязчивое общение с людьми.",1,1,1,1,1,,,,,1,,,,,1
572f0600-fa8e-11e2-ba2c-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Стоматологические услуги в полис ДМС.,1,,,,1,,,1,,,1,,1,,Повышение навыков владения компьютерными программами,1,,1,,,,,,,,1,1,,,1,,1,,Затрудняюсь ответить,--,,,,1,,,,,,,,,1,1,,,1,1,1,1,,1,,1,,1,,1,,1,,1,,пока таких случаев не возникало.,1,,1,,1,,,,1,,У нас самый замечательный и дружный коллектив!,1,,"открытость, доброжелательность, ответственность",1,1,1,1,1,,,,,1,,,,,1
2872f0b4-722e-11e0-a872-001b789beaf2,1,,,,,1,,,1,,1,,1,,1,,1,,1,,1,,1,,Ничего,1,,,1,,,1,,,,1,,1,,,1,,1,,,,1,,,,,1,,,1,,1,,Сервисность,Стандарты,,,,,,1,,,,,,,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,1,,"Доброжелательность , Открытость , Сопричастность ,Постоянное развитие",1,1,1,1,1,,,,1,,,,,1,
f4c44f77-6f04-11e0-a872-001b789beaf2,1,,,,,1,,"Все устраивает, кроме обратной дороги домой и посещения мышей. Сгрызли обувь(((",1,,1,,1,,1,,1,,1,,,1,,1,Добавить в полис ДМС стоматологические услуги,1,,,,1,,,1,,,1,,1,,Не проходила тренинги при поступлении на работу. Повышение навыков в работе с компьютерными программами,1,,1,,,,1,,,,,1,,,1,,1,,Пока не знаю,Пока не знаю,,,,1,,,,,,,,,1,1,,,1,1,1,1,,1,,,1,1,,1,,1,,1,,нет,1,,1,,1,,,,1,,Коллектив очень хороший!,1,,---,1,1,1,1,1,,,,,1,,,,,1
31df015f-6d01-11e0-a872-001b789beaf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31df015c-6d01-11e0-a872-001b789beaf2,1,,,,,,1,все устраивает,1,,1,,,1,1,,1,,,1,,1,1,,стоматологию,1,,,1,,,1,,,,1,,,1,,1,,1,,,1,,,,,,1,,,1,,1,,1С,Стандарты компании,,,,1,,1,,,,1,1,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,В компании работаю 3 месяца и пока не экспериментировала с нестандартными решениями,1,,1,,1,,,1,,,,1,,единство,1,1,,,1,,,,1,,,,,1,
c48b25f0-7fb8-11e1-933a-001b789beaf2,1,,,,1,,,,1,,1,,1,,1,,1,,1,,1,,1,,Премию за стаж,1,,,,1,,1,,,,1,,,1,Нет,1,,1,,,,,1,,,,1,,,1,,1,,Разработка каталога,Акции,,,,1,,,,,,,,1,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,1,,,,,1,,Традиция достигать результата,1,1,1,1,1,,,,,1,,,,,1
57cd36d2-3abe-11e2-b37d-001b789beaf2,1,,,,1,,,,,1,1,,1,,1,,1,,1,,1,,1,,все устраивает,1,,,,1,,,1,,,1,,,1,,1,,1,,,,,1,,,,,,1,1,,1,,не знаю,-,,,,,,,1,,,,1,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,1,,открытость,1,1,,,,,,,1,,,,,1,
a4e686d8-e3e4-11e2-8bd0-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Всё устраивает.,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,,,,1,1,,,1,,1,,Все бизнес-процессы не требуют доработки.,Ответственность; профессиональный уровень сотрудников; компетентность руководства и правильность постановления задач.,,,,,1,,,,,,,1,,1,,,1,1,1,1,,1,,1,,1,,1,,1,,1,,Все вопросы решались стандартным образом. И с улыбкой.,1,,1,,1,,,1,,,,1,,Доверие и ответственность. Постоянное развитие. Открытость и сопричастность.,1,1,1,1,1,,,,,1,,,,,1
c48b25cf-7fb8-11e1-933a-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,1,,,1,,,1,,,,1,,1,,"Повешение квалификации, дает больше возможности для реализации.",1,,1,,,,,,,,1,1,,,1,,1,,Реклама,Выкладка товара.,,,,,,,1,,,1,,,,1,,,1,1,1,1,,1,,1,,1,,1,,1,,1,,Не было такого.,1,,1,,1,,,,1,,,1,,"Заинтересовать клиента, создать атмосферу доверия и доброжелательности . Достойно представлять Компанию, развиваться и стать мастером своего дела! Самое главное интересы Компании и Клиента!",1,1,1,1,1,,,,,1,,,,,1
a3437b28-e6d1-11e1-a52a-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,,1,ничего,1,,,,1,,1,,,,1,,,1,нет,1,,1,,,,,,,,1,1,,,1,,1,,никакие,все,,,,,,,1,,,1,1,1,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,,1,,,,1,,все,1,1,1,1,1,,,,1,,,,,1,
9ee4aa88-a011-11e1-b1e2-001b789beaf2,1,,,,,,1,,1,,1,,1,,,1,,1,1,,1,,,1,Всё устраивает,1,,,,1,,1,,,,1,,,1,Потребности нет,1,,1,,,,,,,1,,1,,,1,,1,,Все бизнес-процессы не требуют доработок,Хочу отметить отдел логистики,,,,1,,,,,,,1,,,1,,,1,1,,,1,1,,1,,1,,1,,1,,1,,Не могу припомнить,1,,1,,1,,,1,,,Очень доброжелательные отношения со всеми сотрудницами,1,,Лояльность к сотрудникам,1,1,1,1,1,,,,,1,,,,1,
5cadaf41-13ac-11e3-b1ba-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Пока не знаю.,1,,,,1,,1,,,"Я новый сотрудник, думаю, что у меня еще все впереди.",1,,1,,"Мало опыта и знаний, надеюсь со временем наверстать.",1,,1,,,1,,,,,,1,,,1,,1,,обучение новых сотрудников,не готова сказать,1,,1,,1,1,1,,1,1,1,1,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,пока нет.,1,,1,,1,,,1,,,,,1,пока затрудняюсь сказать.,1,1,1,1,1,,,,,1,,,,1,
5d3a79ea-4c3b-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,,1,1,,1,,,1,1,,1,,Двойная оплата праздничных дней,1,,,1,,,1,,,,1,,,1,,1,,1,,,,,1,,,,1,,,1,,1,,соц. пакет,портал обучения,,1,,,,,,,,1,,,,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,,,1,,,1,,поздравление коллег с праздниками,1,,1,,1,,,,,1,,,,,1
36a9cf7e-73e7-11e1-933a-001b789beaf2,1,,,,,,1,В магазине очень темно,1,,1,,1,,1,,1,,1,,1,,1,,белая зарплата-увеличить,1,,,1,,,1,,,"В портале ""Есть идея""",1,,1,,Потребностей нет.,1,,1,,,1,,,,,,1,,,1,,1,,Нет,нет,1,1,1,1,1,1,1,,1,,1,1,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,Нет,1,,1,,1,,,,1,,,,1,Стабильность,1,1,1,1,1,,,,,1,,,,,1
31df015e-6d01-11e0-a872-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,,1,1,,1,,пока затрудняюсь ответить,1,,,1,,,1,,,,1,,1,,Углублять знания,1,,1,,,,,,,,1,1,,,1,,1,,----,----,1,,1,,1,,,,,1,1,1,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,----,1,,1,,1,,,,1,,,1,,----,1,1,1,1,1,,,,,1,,,,,1
fc76b027-4221-11e3-a917-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,-,1,,,1,,,,1,,,1,,1,,хочу стать старшим продавцом,1,,1,,,,,,,,1,,,1,1,,1,,наполненность магазина товаром ,"1С, SV-Учет, SV-Кассир",,,,,,1,,,,1,,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,1,,,,,1,,"Причастность к успеху Компании Чайникофф, возможность самореализации, престижность, школа профессионализма,атмосфера поддержки и доброжелательности, стабильная работа и достойная зарплата...",1,1,1,1,1,,,,,1,,,,,1
e60836f5-b12c-11e1-b1e2-001b789beaf2,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,Все устраивает,1,,,1,,,,1,,,1,,1,,Карьерный рост,1,,1,,,,,,,,1,1,,,1,,1,,Не требуют доработки,Не требуют доработки,,,,1,1,1,,,,1,,1,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,Не припоминаю,1,,1,,1,,,,1,,,1,,Проведение конкурсов,1,1,1,1,1,,,,,1,,,,,1
b9d2f346-c753-11e2-abbd-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,,1,,1,1,,1,,-,1,,,,1,,,1,,,1,,1,,карьерный рост,1,,1,,,,,,,,1,1,,,1,,1,,-,-,,,1,,,1,,,,,1,1,1,1,,,1,,,1,,1,,1,,1,,1,,1,,1,,-,1,,1,,1,,,1,,,-,,1,-,1,1,1,1,1,,,,1,,,,,1,
25f5402b-8a87-11e0-bf4a-001b789beaf2,1,,,,,,1,-,1,,1,,1,,1,,1,,,1,,1,,1,-,1,,,,1,,,1,,-,1,,1,,-,1,,1,,,,,,,1,,1,,,1,,1,,-,-,,,,,,1,,,,1,,1,,,1,,1,1,,1,,,1,1,,,1,1,,,1,,1,-,,1,,1,1,,1,,,,,1,,клиентоориентированность,1,1,1,1,1,,,1,,,,,1,,
74086932-c76f-11e2-abbd-ac162d794eee,1,,,,,1,,все устраивает,1,,1,,1,,1,,1,,1,,1,,1,,Все устраивает,1,,,1,,,1,,,Обучаться и развиваться,1,,1,,Хочется пройти второй этап обучения по технике продаж,1,,1,,,,,,,,1,1,,,1,,1,,"мне кажется в любой работе есть свои нюансы, так что я считаю что все хорошо",Все процессы отлажены,,,,,1,,,,,,,,1,1,,,1,1,,1,,1,,1,,1,,1,,1,,1,,Случаев много и каждый по своему уникален и интересен,1,,1,,1,,,1,,,,1,,Хороший коллективный настрой перед рабочим днем,1,1,1,1,1,,,,,1,,,,,1
b9d2f348-c753-11e2-abbd-ac162d794eee,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,ничего,1,,,1,,,1,,,навыки и знания,1,,1,,старший продавец-кассир,1,,1,,,,,,,,1,1,,,1,,1,,расширенный ассортимент,все процессы отлажены,,,,,,1,,,,,,1,,1,,,1,1,1,1,,1,,1,,1,,1,,1,,1,,нет,1,,1,,1,,1,,,,атмосфера в коллективе деловая,,1,"Престижность ,возможность самореализации, достойная заработная плата, стабильность в работе",1,1,1,1,1,,,,,1,,,,,1
a6470033-ef6b-11e2-8bd0-ac162d794eee,1,,,,1,,,Покупатели выражают недовольство общим освещением,1,,1,,1,,1,,1,,1,,1,,1,,"я относительно новый сотрудник, поэтому пока не могу внести предложений",1,,,1,,,1,,,,1,,1,,"Если делать свою работу, то делать хорошо. И как любой человек хотелось бы продвижения и повышения, а без опыта, обучения и новых познаний это не возможно.",1,,,1,,,,,,,1,1,,,1,,1,,"пока не могу быть объективной, т.к. относительно новый сотрудник","пока не могу быть объективной, т.к. относительно новый сотрудник",1,,,,1,,,,1,,,,1,1,,,1,,,,,1,,1,,1,,1,,1,,1,,"пока не могу быть объективной, т.к. относительно новый сотрудник",1,,,1,,1,,,,1,сор из избы не выносят мы пытаемся найти общий язык и это главное.,1,,"пока не могу быть объективной, т.к. относительно новый сотрудник",1,1,1,1,1,,,,,1,,,,,1
f4c44f79-6f04-11e0-a872-001b789beaf2,,1,,1,,,,,1,,,1,1,,,1,,1,1,,1,,1,,Полностью официальный оклад,,1,,,1,,1,,,,1,,1,,,1,,1,,,,,,,,1,1,,,1,,1,,переоценка,-,1,,1,,,,,,,,,1,1,1,,,1,1,,1,,1,,,1,1,,1,,1,,1,,-,1,,1,,1,,,1,,,,1,,-,1,,,,,,,,1,,,,,1,
25f54032-8a87-11e0-bf4a-001b789beaf2,,1,,,1,,,"мало света, плохая вентиляция, нет возможности нормально принимать пищу",1,,,1,1,,,1,,1,,1,,1,1,,"100% выплата больничных и отпускных, переработки, двойная оплата праздничных и выходных смен, как установлено в трудовом кодексе.",1,,,,1,,,1,,"Боюсь, что к нашему мнению особо не прислушиваются.",1,,,1,,1,,1,,,,,,,,1,1,,,1,,,1,.,.,1,1,1,1,1,1,1,,,1,1,,,1,,,1,1,,1,1,1,,1,,1,,1,,1,,1,,.,,1,1,,1,,,1,,,,,1,"поддержка новичков, взаимовыручка.",1,1,1,1,1,,,,1,,,,1,,
